# Query Group 1 Filters: tissues: musculature | cellTypes: muscle cell, muscle precursor cell, cell of skeletal muscle, skeletal muscle satellite stem cell, skeletal muscle satellite cell, skeletal muscle fiber, myotube
# Query Group 2 Filters: tissues: skin of body | cellTypes: fibroblast, skin fibroblast
Gene,Log Fold Change,Effect Size,Adjusted P-Value
IQCA1-AS1,0.000,0.003,2.754e-1
AC006946.17,0.000,0.003,2.767e-1
FAM71B,0.000,0.003,2.773e-1
XXbac-BPG55C20.7,0.000,0.003,2.777e-1
ATP1A3,0.000,0.003,2.789e-1
RP1-68O2.5,0.000,0.003,2.792e-1
RP11-44M6.1,0.000,0.003,2.791e-1
CALHM3,0.000,0.003,2.798e-1
MELTF-AS1,0.000,0.003,2.801e-1
RP11-119J18.1,0.000,0.003,2.806e-1
ARAP3,0.000,0.003,2.810e-1
MRPL37P1,0.000,0.003,2.825e-1
LA16c-306E5.3,0.000,0.003,2.828e-1
MFSD13B,0.000,0.003,2.830e-1
RP11-378A13.1,0.000,0.003,2.836e-1
CTD-2666L21.3,0.000,0.003,2.842e-1
RP11-328L11.1,0.000,0.003,2.844e-1
OR4E2,0.000,0.003,2.845e-1
PRR29-AS1,0.000,0.003,2.843e-1
RP4-671O14.6,0.000,0.003,2.850e-1
IGHV3-74,0.000,0.003,2.851e-1
RP11-63G10.3,0.000,0.003,2.855e-1
VSTM2B-DT,0.000,0.003,2.858e-1
MLANA,0.000,0.003,2.856e-1
RP11-43F13.3,0.000,0.003,2.859e-1
RN7SL368P,0.000,0.003,2.866e-1
ENSG00000289259,0.000,0.003,2.870e-1
RP11-452D21.1,0.000,0.003,2.887e-1
FCRL6,0.000,0.003,2.886e-1
RP3-430N8.10,0.000,0.003,2.893e-1
ENSG00000288908,0.000,0.003,2.896e-1
RP11-112L7.1,0.000,0.003,2.897e-1
RPL32P34,0.000,0.003,2.906e-1
RP11-392A14.12,0.000,0.003,2.908e-1
RP11-348N5.7,0.000,0.003,2.908e-1
IGLV2-8,0.000,0.003,2.919e-1
LA16c-361A3.3,0.000,0.003,2.921e-1
KIR2DL4,0.000,0.003,2.926e-1
ADCY4,0.000,0.003,2.930e-1
GSN-AS1,0.000,0.003,2.932e-1
CTD-3157E16.2,0.000,0.003,2.932e-1
LINC02817,0.000,0.003,2.937e-1
RP11-342K2.1,0.000,0.003,2.944e-1
LINC01976,0.000,0.003,2.946e-1
AF196972.9,0.000,0.003,2.947e-1
AC016994.2,0.000,0.003,2.951e-1
C3orf86,0.000,0.003,2.961e-1
UTS2,0.000,0.003,2.973e-1
RP11-529F4.1,0.000,0.003,2.982e-1
TRGV10,0.000,0.003,2.982e-1
RP11-281A20.3,0.000,0.003,2.988e-1
MIMT1,0.000,0.003,3.004e-1
RP11-893F2.15,0.000,0.003,3.017e-1
KLRK1,0.000,0.003,3.022e-1
IL17B,0.000,0.003,3.022e-1
SRGAP2,0.001,0.003,3.027e-1
ERVFRD-1,0.000,0.003,3.030e-1
RP11-22A3.2,0.000,0.003,3.036e-1
RP11-166D19.3,0.000,0.003,3.036e-1
LILRA2,0.000,0.003,3.039e-1
RP11-258F22.2,0.000,0.003,3.049e-1
CH507-9B2.9,0.000,0.003,3.046e-1
MACROD2-IT1,0.000,0.003,3.055e-1
MICAL1,0.001,0.003,3.052e-1
ARHGEF26-AS1,0.000,0.003,3.058e-1
RP11-357H14.16,0.000,0.003,3.060e-1
ENSG00000289225,0.000,0.003,3.062e-1
RP11-127O4.2,0.000,0.003,3.067e-1
RP11-2L4.1,0.000,0.003,3.073e-1
ENSG00000289586,0.000,0.003,3.074e-1
CTD-2012K14.3,0.000,0.003,3.075e-1
RP11-1151B14.4,0.000,0.003,3.076e-1
CTC-277H1.7,0.000,0.003,3.082e-1
RP11-399B17.2,0.000,0.003,3.089e-1
RP11-15I20.1,0.000,0.003,3.091e-1
RP1-136B1.1,0.000,0.003,3.098e-1
RP11-423B13.1,0.000,0.003,3.100e-1
AATK,0.000,0.003,3.104e-1
RNU7-49P,0.000,0.003,3.112e-1
ENSG00000289463,0.000,0.003,3.110e-1
LINC01795,0.000,0.003,3.123e-1
MAGEA8-AS1,0.000,0.003,3.130e-1
LINC00466,0.000,0.003,3.131e-1
FOXP3,0.000,0.003,3.133e-1
H1-9P,0.000,0.003,3.137e-1
ARHGEF17,0.001,0.003,3.141e-1
RN7SL743P,0.000,0.003,3.146e-1
RN7SL253P,0.000,0.003,3.155e-1
CTD-3234P18.6,0.000,0.003,3.161e-1
RP11-463I20.3,0.000,0.003,3.160e-1
KLK3,0.000,0.003,3.167e-1
CAPSL,0.000,0.003,3.169e-1
RP11-19G24.2,0.000,0.003,3.177e-1
TMEM165,0.002,0.003,3.179e-1
CTD-2036P10.5,0.000,0.003,3.185e-1
AC006042.6,0.000,0.003,3.195e-1
RP11-64I5.2,0.000,0.003,3.199e-1
IL27,0.000,0.003,3.195e-1
LINC01419,0.000,0.003,3.198e-1
GPR35,0.000,0.003,3.200e-1
UBE2Q2P6,0.000,0.003,3.209e-1
RP11-81F8.1,0.000,0.003,3.213e-1
LINC00640,0.000,0.003,3.209e-1
XX-C2158C12.2,0.000,0.003,3.214e-1
EMP2P1,0.000,0.003,3.216e-1
RP11-945F5.1,0.000,0.003,3.218e-1
SCYGR4,0.000,0.003,3.222e-1
AC004895.4,0.000,0.003,3.220e-1
AKT3-IT1,0.000,0.003,3.222e-1
ASCL1,0.000,0.003,3.223e-1
RP11-499P9.1,0.000,0.003,3.238e-1
RP11-540D14.8,0.000,0.003,3.244e-1
RP11-13J10.1,0.000,0.003,3.243e-1
RP11-245P10.4,0.000,0.003,3.249e-1
TBC1D3F,0.000,0.003,3.249e-1
ST8SIA4,0.000,0.003,3.254e-1
ARHGEF39,0.000,0.003,3.259e-1
RP3-415N12.1,0.000,0.003,3.263e-1
RP11-881M11.2,0.000,0.003,3.264e-1
RP11-677O4.8,0.000,0.003,3.269e-1
MYH16,0.000,0.003,3.270e-1
RFC2,0.001,0.003,3.270e-1
RP11-436H11.1,0.000,0.003,3.278e-1
SNORA12,0.000,0.003,3.290e-1
C8orf44-SGK3,0.000,0.003,3.291e-1
GFRA4,0.000,0.003,3.293e-1
RP11-1012E15.2,0.000,0.003,3.302e-1
RP11-329N15.3,0.000,0.003,3.309e-1
RP11-1096D5.2,0.000,0.003,3.312e-1
RP11-767N15.1,0.000,0.003,3.312e-1
OTP,0.000,0.003,3.314e-1
MIR181A1HG,0.000,0.003,3.326e-1
RNU6-1057P,0.000,0.003,3.343e-1
RNF31,0.000,0.003,3.344e-1
BPIFB2,0.000,0.003,3.346e-1
KRT18P5,0.000,0.003,3.351e-1
GABRG3-AS1,0.000,0.003,3.353e-1
TRBV26OR9-2,0.000,0.003,3.355e-1
RP11-192H23.7,0.000,0.003,3.358e-1
AC006129.2,0.000,0.003,3.357e-1
TLR9,0.000,0.003,3.358e-1
RP1-68D18.2,0.000,0.003,3.362e-1
AC002472.8,0.000,0.003,3.363e-1
PUDPP2,0.000,0.003,3.364e-1
RP11-816B18.1,0.000,0.003,3.364e-1
RP11-222G7.2,0.000,0.003,3.364e-1
Y_RNA_ENSG00000207425,0.000,0.003,3.364e-1
BSX,0.000,0.003,3.364e-1
IZUMO2,0.000,0.003,3.364e-1
STAMBPL1,0.000,0.003,3.364e-1
RP1-80B9.4,0.000,0.003,3.364e-1
RN7SL246P,0.000,0.003,3.364e-1
ENSG00000289866,0.000,0.003,3.364e-1
ENSG00000289520,0.000,0.003,3.364e-1
RP4-553F17.1,0.000,0.003,3.364e-1
SMIM10L2B,0.000,0.003,3.364e-1
RP11-723O4.10,0.000,0.003,3.364e-1
AP000593.7,0.000,0.003,3.364e-1
AC138035.2,0.000,0.003,3.364e-1
RN7SL382P,0.000,0.003,3.364e-1
RP11-342I1.2,0.000,0.003,3.364e-1
ENSG00000201592.1,0.000,0.003,3.364e-1
TMEM104,0.000,0.003,3.364e-1
STON1-GTF2A1L,0.000,0.003,3.364e-1
RP11-218M11.6,0.000,0.003,3.364e-1
RP11-727A23.4,0.000,0.003,3.364e-1
RP11-498C9.13,0.000,0.003,3.364e-1
RP11-323P17.2,0.000,0.003,3.364e-1
RP4-646N3.2,0.000,0.003,3.364e-1
OAZ3,0.000,0.003,3.364e-1
FSIP2-AS2,0.000,0.003,3.364e-1
RP11-169I2.3,0.000,0.003,3.364e-1
RP3-370M22.8,0.000,0.003,3.364e-1
L1TD1,0.000,0.003,3.364e-1
RP11-571E6.3,0.000,0.003,3.364e-1
RNU1-16P,0.000,0.003,3.364e-1
ENSG00000288755,0.000,0.003,3.364e-1
CTD-2515H24.4,0.000,0.003,3.364e-1
ELFN2_ENSG00000166897,0.000,0.003,3.364e-1
TNK1,0.000,0.003,3.364e-1
CTD-2201E18.7,0.000,0.003,3.364e-1
SNORD113-9,0.000,0.003,3.364e-1
FOXC2-AS1,0.000,0.003,3.364e-1
CTD-2651B20.7,0.000,0.003,3.364e-1
JTBP1,0.000,0.003,3.364e-1
ENSG00000289250,0.000,0.003,3.364e-1
FOXD4,0.000,0.003,3.364e-1
LAMA4-AS1,0.000,0.003,3.364e-1
ENSG00000289523,0.000,0.003,3.364e-1
RP11-206M19.1,0.000,0.003,3.364e-1
C2orf80,0.000,0.003,3.364e-1
RP11-709A23.2,0.000,0.003,3.364e-1
LINC01426,0.000,0.003,3.364e-1
ERVK-28,0.000,0.003,3.364e-1
POU5F1P4,0.000,0.003,3.364e-1
RP11-134O15.3,0.000,0.003,3.364e-1
RP11-80F22.15,0.000,0.003,3.364e-1
ENSG00000289210,0.000,0.003,3.364e-1
VSIG10L-AS1,0.000,0.003,3.364e-1
RP11-63M22.3,0.000,0.003,3.364e-1
ENSG00000289283,0.000,0.003,3.364e-1
RNU6-1092P,0.000,0.003,3.364e-1
LL22NC03-63E9.3,0.000,0.003,3.364e-1
LINC01413,0.000,0.003,3.364e-1
RP11-612B6.2,0.000,0.003,3.364e-1
ZSWIM1,0.000,0.003,3.364e-1
ANGPT4,0.000,0.003,3.364e-1
CTD-2117H17.2,0.000,0.003,3.364e-1
HMGN1P24,0.000,0.003,3.364e-1
CTD-3214K23.1,0.000,0.003,3.364e-1
RNGTTP1,0.000,0.003,3.364e-1
ENSG00000289180,0.000,0.003,3.364e-1
ZBTB3,0.000,0.003,3.364e-1
AP001596.6,0.000,0.003,3.364e-1
RP11-162A12.4,0.000,0.003,3.364e-1
LINC02364,0.000,0.003,3.364e-1
FOXP1-IT1,0.000,0.003,3.364e-1
RP11-231E4.6,0.000,0.003,3.364e-1
OR13C7,0.000,0.003,3.364e-1
APOOP1,0.000,0.003,3.364e-1
RNU6-527P,0.000,0.003,3.364e-1
CFTRP2,0.000,0.003,3.364e-1
HSPE1P27,0.000,0.003,3.364e-1
RP11-522H16.1,0.000,0.003,3.364e-1
AC104389.16,0.000,0.003,3.364e-1
CTB-114A6.1,0.000,0.003,3.364e-1
OR4K2,0.000,0.003,3.364e-1
Y_RNA_ENSG00000206995,0.000,0.003,3.364e-1
AC016831.6,0.000,0.003,3.364e-1
RP11-1396O13.1,0.000,0.003,3.364e-1
RP5-837M10.2,0.000,0.003,3.364e-1
RP11-190A12.9,0.000,0.003,3.364e-1
RP1-190J20.2,0.000,0.003,3.364e-1
ENSG00000289539,0.000,0.003,3.364e-1
RP11-427P5.3,0.000,0.003,3.364e-1
RP1-21P18.1,0.000,0.003,3.364e-1
RP11-739N20.3,0.000,0.003,3.364e-1
ENSG00000289137,0.000,0.003,3.364e-1
LINC02305,0.000,0.003,3.364e-1
Y_RNA_ENSG00000199362,0.000,0.003,3.364e-1
SNORD42_ENSG00000201209,0.000,0.003,3.364e-1
IDI1P2,0.000,0.003,3.364e-1
MIR30A,0.000,0.003,3.364e-1
RP11-5N11.5,0.000,0.003,3.364e-1
AP000580.1,0.000,0.003,3.364e-1
RP11-306K13.1,0.000,0.003,3.364e-1
Y_RNA_ENSG00000200714,0.000,0.003,3.364e-1
FARSBP1,0.000,0.003,3.364e-1
RP11-17G11.2,0.000,0.003,3.364e-1
RNU6-600P,0.000,0.003,3.364e-1
RP11-699C17.1,0.000,0.003,3.364e-1
OR8H2,0.000,0.003,3.364e-1
RN7SKP296,0.000,0.003,3.364e-1
OR8K2P,0.000,0.003,3.364e-1
RP11-189B4.8,0.000,0.003,3.364e-1
CTD-2623H2.9,0.000,0.003,3.364e-1
RP11-284L19.1,0.000,0.003,3.364e-1
MRPL32P2,0.000,0.003,3.364e-1
MIR3692,0.000,0.003,3.364e-1
RNU6-341P,0.000,0.003,3.364e-1
RP11-486B10.4,0.000,0.003,3.364e-1
LINC00446,0.000,0.003,3.364e-1
ENSG00000289886,0.000,0.003,3.364e-1
RP11-507F16.1,0.000,0.003,3.364e-1
RP4-761I2.5,0.000,0.003,3.364e-1
ENSG00000252193.1,0.000,0.003,3.364e-1
CTD-2201E9.3,0.000,0.003,3.364e-1
AC092170.1,0.000,0.003,3.364e-1
Y_RNA_ENSG00000238585,0.000,0.003,3.364e-1
RP11-393K12.4,0.000,0.003,3.364e-1
PSIP1P1,0.000,0.003,3.364e-1
RNU6-399P,0.000,0.003,3.364e-1
CH507-513H4.10,0.000,0.003,3.364e-1
RP11-43D4.2,0.000,0.003,3.364e-1
RPS29P24,0.000,0.003,3.364e-1
MIR619,0.000,0.003,3.364e-1
ENSG00000289011,0.000,0.003,3.364e-1
RP11-749H17.2,0.000,0.003,3.364e-1
ENSG00000289394,0.000,0.003,3.364e-1
SPRYD7P1,0.000,0.003,3.364e-1
RP11-23J9.3,0.000,0.003,3.364e-1
SNORD91A,0.000,0.003,3.364e-1
RP11-608O8.3,0.000,0.003,3.364e-1
FABP5P8,0.000,0.003,3.364e-1
XXbac-BPGBPG34I8.4,0.000,0.003,3.364e-1
CTB-55P19.1,0.000,0.003,3.364e-1
RN7SL333P,0.000,0.003,3.364e-1
ENSG00000289114,0.000,0.003,3.364e-1
RNU6-418P,0.000,0.003,3.364e-1
RNA5SP87,0.000,0.003,3.364e-1
RNU6-1287P,0.000,0.003,3.364e-1
RP11-157E21.2,0.000,0.003,3.364e-1
RP11-760D2.1,0.000,0.003,3.364e-1
RN7SL447P,0.000,0.003,3.364e-1
Metazoa_SRP_ENSG00000274008,0.000,0.003,3.364e-1
RP11-358L22.2,0.000,0.003,3.364e-1
RNU6-743P,0.000,0.003,3.364e-1
RP11-183E24.1,0.000,0.003,3.364e-1
KRT8P45,0.000,0.003,3.364e-1
LDHBP3,0.000,0.003,3.364e-1
ENSG00000288978,0.000,0.003,3.364e-1
ENSG00000289601,0.000,0.003,3.364e-1
ETDC,0.000,0.003,3.364e-1
UBE2CP3,0.000,0.003,3.364e-1
RP11-454F8.3,0.000,0.003,3.364e-1
RP11-959F10.4,0.000,0.003,3.364e-1
RP4-654C18.1,0.000,0.003,3.364e-1
TRGJP,0.000,0.003,3.364e-1
SNORD14_ENSG00000202479,0.000,0.003,3.364e-1
RPS2P15,0.000,0.003,3.364e-1
RNU6-663P,0.000,0.003,3.364e-1
RNU7-124P,0.000,0.003,3.364e-1
LL0XNC01-36H8.1,0.000,0.003,3.364e-1
SLC7A15P,0.000,0.003,3.364e-1
RP11-297K7.1,0.000,0.003,3.364e-1
AKR1B1P5,0.000,0.003,3.364e-1
RP11-356M20.1,0.000,0.003,3.364e-1
RNU6-307P,0.000,0.003,3.364e-1
RP3-354N19.1,0.000,0.003,3.364e-1
RN7SKP242,0.000,0.003,3.364e-1
RP11-133M8.3,0.000,0.003,3.364e-1
RPL31P14,0.000,0.003,3.364e-1
RP11-348M17.2,0.000,0.003,3.364e-1
RP11-106J23.1,0.000,0.003,3.364e-1
RP11-578F21.2,0.000,0.003,3.364e-1
RP1-278C19.9,0.000,0.003,3.364e-1
MIR553,0.000,0.003,3.364e-1
RP11-206L1.3,0.000,0.003,3.364e-1
RP11-697H9.5,0.000,0.003,3.364e-1
IGKJ5,0.000,0.003,3.364e-1
RP11-534L20.4,0.000,0.003,3.364e-1
ENSG00000212181.1,0.000,0.003,3.364e-1
SRMP1,0.000,0.003,3.364e-1
RP11-797H7.8,0.000,0.003,3.364e-1
RP11-5P18.10,0.000,0.003,3.364e-1
CYCSP12,0.000,0.003,3.364e-1
RP11-618I10.2,0.000,0.003,3.364e-1
RNU6-968P,0.000,0.003,3.364e-1
RP11-622A18.1,0.000,0.003,3.364e-1
AC112229.6,0.000,0.003,3.364e-1
AC111155.1,0.000,0.003,3.364e-1
LLNLF-18A12.1,0.000,0.003,3.364e-1
AF130248.1,0.000,0.003,3.364e-1
RP11-359H18.2,0.000,0.003,3.364e-1
RP11-1137G4.4,0.000,0.003,3.364e-1
RP11-46J23.2,0.000,0.003,3.364e-1
ENSG00000201133.1,0.000,0.003,3.364e-1
ENSG00000288745,0.000,0.003,3.364e-1
RP11-398J16.3,0.000,0.003,3.364e-1
RP11-730B22.1,0.000,0.003,3.364e-1
OR4R3P,0.000,0.003,3.364e-1
CTD-2272G21.1,0.000,0.003,3.364e-1
RN7SL791P,0.000,0.003,3.364e-1
RPL34P29,0.000,0.003,3.364e-1
RNU7-60P,0.000,0.003,3.364e-1
RP4-656G21.1,0.000,0.003,3.364e-1
RP11-394B5.2,0.000,0.003,3.364e-1
RP11-175G14.2,0.000,0.003,3.364e-1
Y_RNA_ENSG00000201363,0.000,0.003,3.364e-1
Y_RNA_ENSG00000199591,0.000,0.003,3.364e-1
MIR646,0.000,0.003,3.364e-1
MIR7151,0.000,0.003,3.364e-1
GM2AP1,0.000,0.003,3.364e-1
BX842568.1,0.000,0.003,3.364e-1
RP11-572F4.1,0.000,0.003,3.364e-1
RP4-725G10.4,0.000,0.003,3.364e-1
UQCRHP1,0.000,0.003,3.364e-1
RP11-301G21.2,0.000,0.003,3.364e-1
IFNA16,0.000,0.003,3.364e-1
Metazoa_SRP_ENSG00000278732,0.000,0.003,3.364e-1
ELF2P4,0.000,0.003,3.364e-1
RP11-426D19.1,0.000,0.003,3.364e-1
MTND1P20,0.000,0.003,3.364e-1
OR4A3P,0.000,0.003,3.364e-1
RP11-231L11.3,0.000,0.003,3.364e-1
RP11-87N24.1,0.000,0.003,3.364e-1
TMED10P2,0.000,0.003,3.364e-1
RP11-20O22.1,0.000,0.003,3.364e-1
RP11-275F13.3,0.000,0.003,3.364e-1
RPL30P13,0.000,0.003,3.364e-1
MTND4P7,0.000,0.003,3.364e-1
HNRNPCL2,0.000,0.003,3.364e-1
RNA5SP477,0.000,0.003,3.364e-1
RP11-221H10.1,0.000,0.003,3.364e-1
RP11-510D4.1,0.000,0.003,3.364e-1
ENSG00000252800.1,0.000,0.003,3.364e-1
RP11-162I7.2,0.000,0.003,3.364e-1
RP11-644A7.2,0.000,0.003,3.364e-1
ENSG00000290126,0.000,0.003,3.364e-1
bP-2189O9.5,0.000,0.003,3.364e-1
RP11-342I1.3,0.000,0.003,3.364e-1
MIR6775,0.000,0.003,3.364e-1
ENSG00000288936,0.000,0.003,3.364e-1
IGHV3OR16-16,0.000,0.003,3.364e-1
RP3-406A7.1,0.000,0.003,3.364e-1
RP11-149P24.2,0.000,0.003,3.364e-1
RP1-5O6.4,0.000,0.003,3.364e-1
RP11-95P2.4,0.000,0.003,3.364e-1
RP11-770E5.2,0.000,0.003,3.364e-1
SNORD96B,0.000,0.003,3.364e-1
MIR4441,0.000,0.003,3.364e-1
Y_RNA_ENSG00000199476,0.000,0.003,3.364e-1
RP11-561N12.6,0.000,0.003,3.364e-1
ENSG00000288866,0.000,0.003,3.364e-1
RP1-121G13.3,0.000,0.003,3.364e-1
ENSG00000199571.1,0.000,0.003,3.364e-1
RP11-521H5.1,0.000,0.003,3.364e-1
AC019084.7,0.000,0.003,3.364e-1
RP11-243A2.1,0.000,0.003,3.364e-1
AP006222.3,0.000,0.003,3.364e-1
RP11-259K21.6,0.000,0.003,3.364e-1
RP11-336F14.1,0.000,0.003,3.364e-1
RNU4-42P,0.000,0.003,3.364e-1
RNU6-194P,0.000,0.003,3.364e-1
RP11-392O17.3,0.000,0.003,3.364e-1
TRBV29OR9-2,0.000,0.003,3.364e-1
FMO9P,0.000,0.003,3.364e-1
RP11-572M11.2,0.000,0.003,3.364e-1
RNU7-67P,0.000,0.003,3.364e-1
Y_RNA_ENSG00000207258,0.000,0.003,3.364e-1
H3P35,0.000,0.003,3.364e-1
MIR4694,0.000,0.003,3.364e-1
OR2M7,0.000,0.003,3.364e-1
ATP5MC2P3,0.000,0.003,3.364e-1
RP11-531P20.2,0.000,0.003,3.364e-1
ENSG00000238645.1,0.000,0.003,3.364e-1
RNU7-140P,0.000,0.003,3.364e-1
CTD-2014D20.1,0.000,0.003,3.364e-1
RNU6-77P,0.000,0.003,3.364e-1
SNORD113-8,0.000,0.003,3.364e-1
RP11-415I12.1,0.000,0.003,3.364e-1
RNU6-200P,0.000,0.003,3.364e-1
Y_RNA_ENSG00000252761,0.000,0.003,3.364e-1
MIR4766,0.000,0.003,3.364e-1
RP11-707K3.1,0.000,0.003,3.364e-1
Y_RNA_ENSG00000206717,0.000,0.003,3.364e-1
RP11-438D14.2,0.000,0.003,3.364e-1
VN1R69P,0.000,0.003,3.364e-1
ENSG00000289415,0.000,0.003,3.364e-1
RP11-79C6.3,0.000,0.003,3.364e-1
RP11-415J4.1,0.000,0.003,3.364e-1
RP11-310H4.6,0.000,0.003,3.364e-1
RP11-315H12.3,0.000,0.003,3.364e-1
CDRT15P1,0.000,0.003,3.364e-1
H2AZP1,0.000,0.003,3.364e-1
RP11-473C18.3,0.000,0.003,3.364e-1
RP11-40H19.1,0.000,0.003,3.364e-1
RP11-38G5.3,0.000,0.003,3.364e-1
RP11-99O17.1,0.000,0.003,3.364e-1
Y_RNA_ENSG00000200135,0.000,0.003,3.364e-1
DSTNP5,0.000,0.003,3.364e-1
ENSG00000289557,0.000,0.003,3.364e-1
BGLT3,0.000,0.003,3.364e-1
BNIP3P36,0.000,0.003,3.364e-1
RPS4XP14,0.000,0.003,3.364e-1
OR8H3,0.000,0.003,3.364e-1
RP11-204A14.1,0.000,0.003,3.364e-1
HEBP2P1,0.000,0.003,3.364e-1
Metazoa_SRP_ENSG00000278640,0.000,0.003,3.364e-1
Y_RNA_ENSG00000201218,0.000,0.003,3.364e-1
TUBG1P,0.000,0.003,3.364e-1
XXyac-YM960E7.1,0.000,0.003,3.364e-1
RP11-483I13.2,0.000,0.003,3.364e-1
RP11-416H1.1,0.000,0.003,3.364e-1
RP11-339A11.3,0.000,0.003,3.364e-1
RP11-108L7.4,0.000,0.003,3.364e-1
ENSG00000289052,0.000,0.003,3.364e-1
FOLH1B,0.000,0.003,3.364e-1
SDHDP4,0.000,0.003,3.364e-1
RP11-87H9.5,0.000,0.003,3.364e-1
RNU6-1224P,0.000,0.003,3.364e-1
RP11-517A5.6,0.000,0.003,3.364e-1
RNU6-1292P,0.000,0.003,3.364e-1
LINC01072,0.000,0.003,3.364e-1
CTD-3126B10.5,0.000,0.003,3.364e-1
RP11-403E24.1,0.000,0.003,3.364e-1
AC068489.1,0.000,0.003,3.364e-1
SNORA24B,0.000,0.003,3.364e-1
RNU6ATAC15P,0.000,0.003,3.364e-1
RP11-381K20.5,0.000,0.003,3.364e-1
BRWD1P1,0.000,0.003,3.364e-1
LINC01335,0.000,0.003,3.364e-1
RP11-774B15.1,0.000,0.003,3.364e-1
RPS6KA2-AS1,0.000,0.003,3.364e-1
AC107399.1,0.000,0.003,3.364e-1
RP11-93N20.1,0.000,0.003,3.364e-1
MIR1243,0.000,0.003,3.364e-1
MIR942,0.000,0.003,3.364e-1
RP1-148E22.2,0.000,0.003,3.364e-1
RP11-49C20.1,0.000,0.003,3.364e-1
ENSG00000289408,0.000,0.003,3.364e-1
RP13-111A12.1,0.000,0.003,3.364e-1
RP11-169N13.5,0.000,0.003,3.364e-1
AC007969.4,0.000,0.003,3.364e-1
Y_RNA_ENSG00000202533,0.000,0.003,3.364e-1
RP11-431H16.4,0.000,0.003,3.364e-1
RP11-709P2.1,0.000,0.003,3.364e-1
RP11-20M7.1,0.000,0.003,3.364e-1
Y_RNA_ENSG00000201340,0.000,0.003,3.364e-1
MIR4424,0.000,0.003,3.364e-1
AC007278.2,0.000,0.003,3.364e-1
Metazoa_SRP_ENSG00000237611,0.000,0.003,3.364e-1
PSMA3P1,0.000,0.003,3.364e-1
RP11-388F6.5,0.000,0.003,3.364e-1
CTD-3091F23.1,0.000,0.003,3.364e-1
ENSG00000289444,0.000,0.003,3.364e-1
ENSG00000289302,0.000,0.003,3.364e-1
ENSG00000289609,0.000,0.003,3.364e-1
AC073218.3,0.000,0.003,3.364e-1
ANAPC1P6,0.000,0.003,3.364e-1
RP11-231E6.3,0.000,0.003,3.364e-1
CTD-2296D1.1,0.000,0.003,3.364e-1
RP11-267J23.1,0.000,0.003,3.364e-1
RP1-138B7.4,0.000,0.003,3.364e-1
RN7SKP107,0.000,0.003,3.364e-1
RP11-436M15.1,0.000,0.003,3.364e-1
RP11-506A18.2,0.000,0.003,3.364e-1
OR7A2P,0.000,0.003,3.364e-1
MIR8073,0.000,0.003,3.364e-1
RP11-506P9.1,0.000,0.003,3.364e-1
RNU6-370P,0.000,0.003,3.364e-1
RP11-468N14.1,0.000,0.003,3.364e-1
RP11-12K6.2,0.000,0.003,3.364e-1
CTD-2008E3.1,0.000,0.003,3.364e-1
Y_RNA_ENSG00000207417,0.000,0.003,3.364e-1
Y_RNA_ENSG00000199331,0.000,0.003,3.364e-1
RP11-346J10.3,0.000,0.003,3.364e-1
THAP12P5,0.000,0.003,3.364e-1
RNU7-194P,0.000,0.003,3.364e-1
RPS26P20,0.000,0.003,3.364e-1
RNU6-643P,0.000,0.003,3.364e-1
SNORD82,0.000,0.003,3.364e-1
RP11-326K13.5,0.000,0.003,3.364e-1
AC023128.1,0.000,0.003,3.364e-1
RPL7L1P5,0.000,0.003,3.364e-1
OR8B12,0.000,0.003,3.364e-1
RNA5SP303,0.000,0.003,3.364e-1
RNU6-555P,0.000,0.003,3.364e-1
RP11-103C3.1,0.000,0.003,3.364e-1
ENSG00000290614,0.000,0.003,3.364e-1
RNU6-876P,0.000,0.003,3.364e-1
DSCAM-IT1,0.000,0.003,3.364e-1
RP11-627C1.1,0.000,0.003,3.364e-1
RNY4P25,0.000,0.003,3.364e-1
RP11-325L12.5,0.000,0.003,3.364e-1
KB-1460A1.2,0.000,0.003,3.364e-1
FAM133GP,0.000,0.003,3.364e-1
Y_RNA_ENSG00000222579,0.000,0.003,3.364e-1
LINC01851,0.000,0.003,3.364e-1
POTEB,0.000,0.003,3.364e-1
RP11-20J1.1,0.000,0.003,3.364e-1
ENSG00000289388,0.000,0.003,3.364e-1
RP11-643E14.3,0.000,0.003,3.364e-1
RP4-659I19.4,0.000,0.003,3.364e-1
RNA5SP261,0.000,0.003,3.364e-1
ENSG00000290084,0.000,0.003,3.364e-1
RP11-58K22.1,0.000,0.003,3.364e-1
RP11-357G3.2,0.000,0.003,3.364e-1
CTD-2540B15.10,0.000,0.003,3.364e-1
GLYATL1P1,0.000,0.003,3.364e-1
AC068135.1,0.000,0.003,3.364e-1
ARHGAP16P,0.000,0.003,3.364e-1
RN7SL678P,0.000,0.003,3.364e-1
OR4N5,0.000,0.003,3.364e-1
RP11-542H15.1,0.000,0.003,3.364e-1
RP4-631H13.6,0.000,0.003,3.364e-1
RP11-214O1.1,0.000,0.003,3.364e-1
BOLA3P2,0.000,0.003,3.364e-1
IFITM3P3,0.000,0.003,3.364e-1
RP11-398A8.4,0.000,0.003,3.364e-1
AC006077.3,0.000,0.003,3.364e-1
SERPINE4P,0.000,0.003,3.364e-1
RP11-2G17.1,0.000,0.003,3.364e-1
AP001350.4,0.000,0.003,3.364e-1
RP11-323C15.1,0.000,0.003,3.364e-1
